Name,Reference,Description,Owner,Documents,Controls
PM-16.1 Threat Awareness Program,VA_Handbook_6500,VA_Handbook_6500,Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Information Security Programs, question - PM-16.1 Threat Awareness Program"
PS-01.1 Personnel Security Policy And Procedures,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Personnel Security, question - PS-01.1 Personnel Security Policy And Procedures"
PS-01.1 Personnel Security Policy And Procedures,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Personnel Security, question - PS-01.1 Personnel Security Policy And Procedures"
PS-01.1 Personnel Security Policy And Procedures,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Personnel Security, question - PS-01.1 Personnel Security Policy And Procedures"
PS-01.1 Personnel Security Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 Personnel Security, question - PS-01.1 Personnel Security Policy And Procedures"
PS-01.1 Personnel Security Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 Personnel Security, question - PS-01.1 Personnel Security Policy And Procedures"
PS-02.1 Position Risk Designation,VA Directive 0710,VA Directive 0710,Badhan S. Mandal,VA Directive 0710.pdf,"Survey - 3-2 Personnel Security, question - PS-02.1 Position Risk Designation"
PS-02.1 Position Risk Designation,VA Handbook 0710,VA Handbook 0710,Badhan S. Mandal,VA Handbook 0710.pdf,"Survey - 3-2 Personnel Security, question - PS-02.1 Position Risk Designation"
PS-02.1 Position Risk Designation,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Personnel Security, question - PS-02.1 Position Risk Designation"
PS-03.1 Personnel Screening,VA Directive 0710,VA Directive 0710,Badhan S. Mandal,VA Directive 0710.pdf,"Survey - 3-2 Personnel Security, question - PS-03.1 Personnel Screening"
PS-03.1 Personnel Screening,VA Handbook 0710,VA Handbook 0710,Badhan S. Mandal,VA Handbook 0710.pdf,"Survey - 3-2 Personnel Security, question - PS-03.1 Personnel Screening"
PS-03.1 Personnel Screening,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Personnel Security, question - PS-03.1 Personnel Screening"
PS-04.1 Personnel Termination,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018,Badhan S. Mandal,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018.doc,"Survey - 3-2 Personnel Security, question - PS-04.1 Personnel Termination"
PS-04.1 Personnel Termination,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Personnel Security, question - PS-04.1 Personnel Termination"
PS-04.1 Personnel Termination,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Personnel Security, question - PS-04.1 Personnel Termination"
PS-04.E02 Personnel Termination | Automated Notification,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018,Badhan S. Mandal,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018.doc,"Survey - 3-2 Personnel Security, question - PS-04.E02 Personnel Termination | Automated Notification"
PS-04.E02 Personnel Termination | Automated Notification,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Personnel Security, question - PS-04.E02 Personnel Termination | Automated Notification"
PS-04.E02 Personnel Termination | Automated Notification,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Personnel Security, question - PS-04.E02 Personnel Termination | Automated Notification"
PS-05.1 Personnel Transfer,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018,Badhan S. Mandal,PS-4_SOP_32_Termination_Disabling_of_User_Accounts_2018.doc,"Survey - 3-2 Personnel Security, question - PS-05.1 Personnel Transfer"
PS-05.1 Personnel Transfer,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Personnel Security, question - PS-05.1 Personnel Transfer"
PS-05.1 Personnel Transfer,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Personnel Security, question - PS-05.1 Personnel Transfer"
PS-06.1 Access Agreements,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Personnel Security, question - PS-06.1 Access Agreements"
PS-06.1 Access Agreements,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Personnel Security, question - PS-06.1 Access Agreements"
PS-07.1 Third-Party Personnel Security,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Personnel Security, question - PS-07.1 Third-Party Personnel Security"
PS-07.1 Third-Party Personnel Security,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Personnel Security, question - PS-07.1 Third-Party Personnel Security"
PS-08.1 Personnel Sanctions,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Personnel Security, question - PS-08.1 Personnel Sanctions"
PS-08.1 Personnel Sanctions,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Personnel Security, question - PS-08.1 Personnel Sanctions"
RA-01.1 Risk Assessment Policy And Procedures,VAM_RA_Policy_Procedures,VAM_RA_Policy_Procedures,Badhan S. Mandal,VAM_RA_Policy_Procedures.docx,"Survey - 3-2 Risk Assessment, question - RA-01.1 Risk Assessment Policy and Procedures"
RA-01.1 Risk Assessment Policy And Procedures,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Risk Assessment, question - RA-01.1 Risk Assessment Policy and Procedures"
RA-01.1 Risk Assessment Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 Risk Assessment, question - RA-01.1 Risk Assessment Policy and Procedures"
RA-01.1 Risk Assessment Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 Risk Assessment, question - RA-01.1 Risk Assessment Policy and Procedures"
RA-01.1 Risk Assessment Policy And Procedures,VAM_Risk_Assessment,VAM_Risk_Assessment,Badhan S. Mandal,VAM_Risk_Assessment.pdf,"Survey - 3-2 Risk Assessment, question - RA-01.1 Risk Assessment Policy and Procedures"
RA-02.1 Security Categorization,NIST SP 800-60 V1,NIST SP 800-60 V1,Badhan S. Mandal,nistspecialpublication800-60v1r1.pdf,"Survey - 3-2 Risk Assessment, question - RA-02.1 Security Categorization"
RA-02.1 Security Categorization,"NIST SP 800-60 v2,","NIST SP 800-60 v2,",Badhan S. Mandal,nistspecialpublication800-60v2r1.pdf,"Survey - 3-2 Risk Assessment, question - RA-02.1 Security Categorization"
RA-02.1 Security Categorization,NIST.SP.800-37r1,NIST.SP.800-37r1,Badhan S. Mandal,NIST.SP.800-37r1.pdf,"Survey - 3-2 Risk Assessment, question - RA-02.1 Security Categorization"
RA-02.1 Security Categorization,OMB Circular A-130,OMB Circular A-130,Badhan S. Mandal,a130revised.pdf,"Survey - 3-2 Risk Assessment, question - RA-02.1 Security Categorization"
RA-02.1 Security Categorization,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Risk Assessment, question - RA-02.1 Security Categorization"
RA-02.1 Security Categorization,VAM Security Categorization,VAM Security Categorization,Badhan S. Mandal,VAM Security Categorization PORev'd0821-2018 and ISSO sig.pdf,"Survey - 3-2 Risk Assessment, question - RA-02.1 Security Categorization"
RA-02.1 Security Categorization,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Risk Assessment, question - RA-02.1 Security Categorization"
RA-03.1 Risk Assessment,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Risk Assessment, question - RA-03.1 Risk Assessment"
RA-03.1 Risk Assessment,VAM_System_Security_Plan,VAM_System_Security_Plan,Badhan S. Mandal,VAM_System_Security_Plan.pdf,"Survey - 3-2 Risk Assessment, question - RA-03.1 Risk Assessment"
RA-03.1 Risk Assessment,VAM_Risk_Assessment,VAM_Risk_Assessment,Badhan S. Mandal,VAM_Risk_Assessment.pdf,"Survey - 3-2 Risk Assessment, question - RA-03.1 Risk Assessment"
RA-05.1 Vulnerability Scanning,VAM_RA_Policy_Procedures,VAM_RA_Policy_Procedures,Badhan S. Mandal,VAM_RA_Policy_Procedures.docx,"Survey - 3-2 Risk Assessment, question - RA-05.1 Vulnerability Scanning"
RA-05.E02 Vulnerability Scanning | Update By Frequency / Prior To New Scan / When Identified,VAM_RA_Policy_Procedures,VAM_RA_Policy_Procedures,Badhan S. Mandal,VAM_RA_Policy_Procedures.docx,"Survey - 3-2 Risk Assessment, question - RA-05.E02 Vulnerability Scanning"
RA-05.E04 Vulnerability Scanning | Discoverable Information,RA-5.E04_Screenshot_GSS_NSOC_02_Threat_and_Vulnerability_Analysis_Portal_Home,RA-5.E04_Screenshot_GSS_NSOC_02_Threat_and_Vulnerability_Analysis_Portal_Home,Badhan S. Mandal,RA-5.E04_Screenshot_GSS_NSOC_02_Threat_and_Vulnerability_Analysis_Portal_Home.jpg,"Survey - 3-2 Risk Assessment, question - RA-05.E04 Vulnerability Scanning"
RA-05.E05 Vulnerability Scanning | Privileged Access,CLIN 0001AH  VAM Configuration Management Plan v 1.2,CLIN 0001AH  VAM Configuration Management Plan v 1.2,Badhan S. Mandal,CLIN 0001AH  VAM Configuration Management Plan v 1.2.docx,"Survey - 3-2 Risk Assessment, question - RA-05.E05 Vulnerability Scanning"
SA-01.1 System And Services Acquisition Policy And Procedures,VAM_SA_Policy__Procedures,VAM_SA_Policy__Procedures,Badhan S. Mandal,VAM_SA_Policy__Procedures.docx,"Survey - 3-2 System and Services Acquisition, question - SA-01.1 System And Services Acquisition Policy And Procedures"
SA-01.1 System And Services Acquisition Policy And Procedures,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-01.1 System And Services Acquisition Policy And Procedures"
SA-01.1 System And Services Acquisition Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-01.1 System And Services Acquisition Policy And Procedures"
SA-01.1 System And Services Acquisition Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-01.1 System And Services Acquisition Policy And Procedures"
SA-01.1 System And Services Acquisition Policy And Procedures,VAM PWS,VAM PWS,Badhan S. Mandal,VAM PWS.docx,"Survey - 3-2 System and Services Acquisition, question - SA-01.1 System And Services Acquisition Policy And Procedures"
SA-02.1 Allocation Of Resources,VAM PWS,VAM PWS,Badhan S. Mandal,VAM PWS.docx,"Survey - 3-2 System and Services Acquisition, question - SA-02.1 Allocation Of Resources"
SA-02.1 Allocation Of Resources,VAM_SA_Policy__Procedures,VAM_SA_Policy__Procedures,Badhan S. Mandal,VAM_SA_Policy__Procedures.docx,"Survey - 3-2 System and Services Acquisition, question - SA-02.1 Allocation Of Resources"
SA-02.1 Allocation Of Resources,SA_Systems_and_Services_Acquisitions_SOP,SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,VAM_SA_Policy__Procedures.docx,"Survey - 3-2 System and Services Acquisition, question - SA-02.1 Allocation Of Resources"
SA-03.1 System Development Life Cycle,VIP Business Epic VAM-v5,VIP Business Epic VAM-v5,Badhan S. Mandal,VIP Business Epic VAM-v5.docx,"Survey - 3-2 System and Services Acquisition, question - SA-03.1 System Development Life Cycle"
SA-04.1 Acquisition Process,VAM PWS,VAM PWS,Badhan S. Mandal,VAM PWS.docx,"Survey - 3-2 System and Services Acquisition, question - SA-04.1 Acquisition Process"
SA-04.1 Acquisition Process,SA_Systems_and_Services_Acquisitions_SOP,SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-04.1 Acquisition Process"
SA-04.1 Acquisition Process,VAM_System_Security_Plan,VAM_System_Security_Plan,Badhan S. Mandal,VAM_System_Security_Plan.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-04.1 Acquisition Process"
SA-04.E01 Acquisition Process | Functional Properties Of Security Controls,VAM PWS,VAM PWS,Badhan S. Mandal,VAM PWS.docx,"Survey - 3-2 System and Services Acquisition, question - SA-04.E01 Acquisition Process | Functional Properties Of Security Controls"
SA-04.E01 Acquisition Process | Functional Properties Of Security Controls,VIP Business Epic VAM-v5,VIP Business Epic VAM-v5,Badhan S. Mandal,VIP Business Epic VAM-v5.docx,"Survey - 3-2 System and Services Acquisition, question - SA-04.E01 Acquisition Process | Functional Properties Of Security Controls"
SA-04.E02 Acquisition Process | Design / Implementation Information For Security Controls,VAM_System_Security_Plan,VAM_System_Security_Plan,Badhan S. Mandal,VAM_System_Security_Plan.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-04.E02 Acquisition Process | Design / Implementation Information For Security Controls"
SA-04.E02 Acquisition Process | Design / Implementation Information For Security Controls,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Services Acquisition, question - SA-04.E02 Acquisition Process | Design / Implementation Information For Security Controls"
SA-04.E09 Acquisition Process | Functions / Ports / Protocols / Services In Use,VAM Dashboard-Jazz_Rational,VAM Dashboard-Jazz_Rational,Badhan S. Mandal,VAM Dashboard-Jazz_Rational.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-04.E09 Acquisition Process | Functions / Ports / Protocols / Services In Use"
SA-04.E10 Acquisition Process | Use Of Approved Piv Products,IA-02_PIV_Logon_Screen,IA-02_PIV_Logon_Screen,Badhan S. Mandal,IA-02_PIV_Logon_Screen.jpg,"Survey - 3-2 System and Services Acquisition, question - SA-04.E10 Acquisition Process | Use Of Approved Piv Products"
SA-04.E10 Acquisition Process | Use Of Approved Piv Products,IA-2.E01_CAG_PIV_LOGIN_Part_Two,IA-2.E01_CAG_PIV_LOGIN_Part_Two,Badhan S. Mandal,IA-2.E01_CAG_PIV_LOGIN_Part_Two.png,"Survey - 3-2 System and Services Acquisition, question - SA-04.E10 Acquisition Process | Use Of Approved Piv Products"
SA-04.E10 Acquisition Process | Use Of Approved Piv Products,nist.fips.201-2,nist.fips.201-2,Badhan S. Mandal,nist.fips.201-2.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-04.E10 Acquisition Process | Use Of Approved Piv Products"
SA-05.1 Information System Documentation,SA_Systems_and_Services_Acquisitions_SOP,SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,,"Survey - 3-2 System and Services Acquisition, question - SA-05.1 Information System Documentation"
SA-05.1 Information System Documentation,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Services Acquisition, question - SA-05.1 Information System Documentation"
SA-08.1 Security Engineering Principles,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Services Acquisition, question - SA-08.1 Security Engineering Principles"
SA-08.1 Security Engineering Principles,SA_Systems_and_Services_Acquisitions_SOP,SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-08.1 Security Engineering Principles"
SA-08.1 Security Engineering Principles,NIST 800-27ra,NIST 800-27ra,Badhan S. Mandal,nistspecialpublication800-27ra.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-08.1 Security Engineering Principles"
SA-09.1 External Information System Services,IA-2.E11_VPN_Evidence,IA-2.E11_VPN_Evidence,Badhan S. Mandal,IA-2.E11_VPN_Evidence.docx,"Survey - 3-2 System and Services Acquisition, question - SA-09.1 External Information System Services"
SA-09.1 External Information System Services,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Services Acquisition, question - SA-09.1 External Information System Services"
SA-09.E02 External Information System Services | Identification Of Functions / Ports / Protocols / Services,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Services Acquisition, question - SA-09.E02 External Information System Services | Identification Of Functions / Ports / Protocols / Services"
SA-10.1 Developer Configuration Management,CLIN 0001AH  VAM Configuration Management Plan v 1.2,CLIN 0001AH  VAM Configuration Management Plan v 1.2,Badhan S. Mandal,CLIN 0001AH  VAM Configuration Management Plan v 1.2.docx,"Survey - 3-2 System and Services Acquisition, question - SA-10.1 Developer Configuration Management"
SA-11.1 Developer Security Testing And Evaluation,"VA Handbook 6500, Appendix F.","VA Handbook 6500, Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-11.1 Developer Security Testing And Evaluation"
SA-11.1 Developer Security Testing And Evaluation,SC-11_VAM Test Script screen shot document,SC-11_VAM Test Script screen shot document,Badhan S. Mandal,SC-11_VAM Test Script screen shot document.docx,"Survey - 3-2 System and Services Acquisition, question - SA-11.1 Developer Security Testing And Evaluation"
SA-12.1 Supply Chain Protection,"VA Handbook 6500, Appendix F.","VA Handbook 6500, Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-12.1 Supply Chain Protection"
SA-12.1 Supply Chain Protection,SA_Systems_and_Services_Acquisitions_SOP,SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-12.1 Supply Chain Protection"
SA-15.1 Development Process,VAM Configuration Management Plan,VAM Configuration Management Plan,Badhan S. Mandal,CLIN 0001AH  VAM Configuration Management Plan v 1.2.docx,"Survey - 3-2 System and Services Acquisition, question - SA-15.1 Development Process"
SA-15.1 Development Process,VAM PWS,VAM PWS,Badhan S. Mandal,VAM PWS.docx,"Survey - 3-2 System and Services Acquisition, question - SA-15.1 Development Process"
SA-15.1 Development Process,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Services Acquisition, question - SA-15.1 Development Process"
SA-15.1 Development Process,"VA Handbook 6500, Appendix F.,","VA Handbook 6500, Appendix F.,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-15.1 Development Process"
SA-15.1 Development Process,SA_Systems_and_Services_Acquisitions_SOP,SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-15.1 Development Process"
SA-16.1 Developer-Provided Training,SA_Systems_and_Services_Acquisitions_SOP,SA_Systems_and_Services_Acquisitions_SOP,Badhan S. Mandal,SA-01.1_SA_Systems_and_Services_Acquisitions_SOP.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-16.1 Developer-Provided Training"
SA-16.1 Developer-Provided Training,SA-16_VIP_Memo_Guide,SA-16_VIP_Memo_Guide,Badhan S. Mandal,SA-16_VIP_Memo_Guide.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-16.1 Developer-Provided Training"
SA-17.1 Developer Security Architecture And Design,VAM PWS,VAM PWS,Badhan S. Mandal,VAM PWS.docx,"Survey - 3-2 System and Services Acquisition, question - SA-17.1 Developer Security Architecture And Design"
SA-17.1 Developer Security Architecture And Design,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 System and Services Acquisition, question - SA-17.1 Developer Security Architecture And Design"
SA-17.1 Developer Security Architecture And Design,VAM System Boundary,VAM System Boundary,Badhan S. Mandal,VAM System Boundary.docx,"Survey - 3-2 System and Services Acquisition, question - SA-17.1 Developer Security Architecture And Design"
SA-17.1 Developer Security Architecture And Design,VAM_System_Security_Plan,VAM_System_Security_Plan,Badhan S. Mandal,VAM_System_Security_Plan.pdf,"Survey - 3-2 System and Services Acquisition, question - SA-17.1 Developer Security Architecture And Design"
SC-01.1 System And Communications Protection Policy And Procedures,VAM_SC_Policy__Procedures,VAM_SC_Policy__Procedures,Badhan S. Mandal,VAM_SC_Policy__Procedures.docx,"Survey - 3-2 System and Communications Protection, question - SC-01.1 System And Communications Protection Policy And Procedures"
SC-01.1 System And Communications Protection Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 System and Communications Protection, question - SC-01.1 System And Communications Protection Policy And Procedures"
SC-01.1 System And Communications Protection Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 System and Communications Protection, question - SC-01.1 System And Communications Protection Policy And Procedures"
SC-02.1 Application Partitioning,SC-02_TRM_Home_Page_screenshot,SC-02_TRM_Home_Page_screenshot,Badhan S. Mandal,SC-02_TRM_Home_Page_screenshot.pdf,"Survey - 3-2 System and Communications Protection, question - SC-02.1 Application Partitioning"
SC-02.1 Application Partitioning,TRM_Technology_Standard_List,TRM_Technology_Standard_List,Badhan S. Mandal,TRM_Technology_Standard_List.PNG,"Survey - 3-2 System and Communications Protection, question - SC-02.1 Application Partitioning"
SC-02.1 Application Partitioning,SC-02_McAfee_Services_on_AWS_Windows,SC-02_McAfee_Services_on_AWS_Windows,Badhan S. Mandal,SC-02_McAfee_Services_on_AWS_Windows.png,"Survey - 3-2 System and Communications Protection, question - SC-02.1 Application Partitioning"
SC-03.1 Security Function Isolation,SC-3_VA3CE_AWS_Local_Windows_Server_Settings_-_User_Groups,SC-3_VA3CE_AWS_Local_Windows_Server_Settings_-_User_Groups,Badhan S. Mandal,SC-3_VA3CE_AWS_Local_Windows_Server_Settings_-_User_Groups.jpeg,"Survey - 3-2 System and Communications Protection, question - SC-03.1 Security Function Isolation"
SC-03.1 Security Function Isolation,TRM_Technology_Standard_List,TRM_Technology_Standard_List,Badhan S. Mandal,TRM_Technology_Standard_List.PNG,"Survey - 3-2 System and Communications Protection, question - SC-03.1 Security Function Isolation"
SC-03.1 Security Function Isolation,VA_Secure_Code_Review_SOP,VA_Secure_Code_Review_SOP,Badhan S. Mandal,VA_Secure_Code_Review_SOP.pdf,"Survey - 3-2 System and Communications Protection, question - SC-03.1 Security Function Isolation"
SC-04.1 Information In Shared Resources,SC-3_VA3CE_AWS_Local_Windows_Server_Settings_-_User_Groups,SC-3_VA3CE_AWS_Local_Windows_Server_Settings_-_User_Groups,Badhan S. Mandal,SC-3_VA3CE_AWS_Local_Windows_Server_Settings_-_User_Groups.jpeg,"Survey - 3-2 System and Communications Protection, question - SC-04.1 Information In Shared Resources"
SC-04.1 Information In Shared Resources,Vista_File_security,Vista_File_security,Badhan S. Mandal,Vista_File_security.pdf,"Survey - 3-2 System and Communications Protection, question - SC-04.1 Information In Shared Resources"
SC-04.1 Information In Shared Resources,SC-04.1_Prevention of information transfer,SC-04.1_Prevention of information transfer,Badhan S. Mandal,SC-04.1_Prevention of information transfer.png,"Survey - 3-2 System and Communications Protection, question - SC-04.1 Information In Shared Resources"
SC-04.1 Information In Shared Resources,DVP_-_AWS__Topology,DVP_-_AWS__Topology,Badhan S. Mandal,DVP_-_AWS__Topology.pdf,"Survey - 3-2 System and Communications Protection, question - SC-04.1 Information In Shared Resources"
SC-05.1 Denial Of Service Protection,SC-05.1_VA_NSOC_System_Monitoring,SC-05.1_VA_NSOC_System_Monitoring,Badhan S. Mandal,SC-05.1_VA_NSOC_System_Monitoring.docx,"Survey - 3-2 System and Communications Protection, question - SC-05.1 Denial Of Service Protection"
SC-05.1 Denial Of Service Protection,SC-5.1-VA_NSOC_Services,SC-5.1-VA_NSOC_Services,Badhan S. Mandal,SC-5.1-VA_NSOC_Services.png,"Survey - 3-2 System and Communications Protection, question - SC-05.1 Denial Of Service Protection"
SC-05.1 Denial Of Service Protection,SC-05.1_DenialOfServiceProtection,SC-05.1_DenialOfServiceProtection,Badhan S. Mandal,SC-05.1_DenialOfServiceProtection.docx,"Survey - 3-2 System and Communications Protection, question - SC-05.1 Denial Of Service Protection"
SC-07.1 Boundary Protection,SC-5.1-VA_NSOC_Services,SC-5.1-VA_NSOC_Services,Badhan S. Mandal,SC-5.1-VA_NSOC_Services.png,"Survey - 3-2 System and Communications Protection, question - SC-07.1 Boundary Protection"
SC-07.1 Boundary Protection,"VA Handbook 6500, Appendix F.","VA Handbook 6500, Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 System and Communications Protection, question - SC-07.1 Boundary Protection"
SC-07.1 Boundary Protection,VAM System Boundary,VAM System Boundary,Badhan S. Mandal,VAM System Boundary.docx,"Survey - 3-2 System and Communications Protection, question - SC-07.1 Boundary Protection"
SC-07.1 Boundary Protection,ESCCB Ticket,ESCCB Ticket,Badhan S. Mandal,ESCCB Ticket.PNG,"Survey - 3-2 System and Communications Protection, question - SC-07.1 Boundary Protection"
SC-07.E03 Boundary Protection | Access Points,SC-05.1_VA_NSOC_System_Monitoring,SC-05.1_VA_NSOC_System_Monitoring,Badhan S. Mandal,SC-05.1_VA_NSOC_System_Monitoring.docx,"Survey - 3-2 System and Communications Protection, question - SC-07.E03 Boundary Protection | Access Points"
SC-07.E03 Boundary Protection | Access Points,SC-5.1-VA_NSOC_Services,SC-5.1-VA_NSOC_Services,Badhan S. Mandal,SC-5.1-VA_NSOC_Services.png,"Survey - 3-2 System and Communications Protection, question - SC-07.E03 Boundary Protection | Access Points"
