mpog_concept_type_description,concept_desc,mpog_concept_type_id,mpog_concept_id
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.0625%/ 4 MCG/ML,10,10583
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.0625%/ 10 MCG/ML,10,10584
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.125% / 4 MCG/ML,10,10585
Intraoperative Medications (Administered Mixtures),BUPIVACAINE,10,10586
Intraoperative Medications (Administered Mixtures),CODEINE,10,10587
Intraoperative Medications (Administered Mixtures),LIDOCAINE 0.4%,10,10589
Intraoperative Medications (Administered Mixtures),MEPIVACAINE,10,10590
Intraoperative Medications (Administered Mixtures),MICAFUNGIN,10,10591
Intraoperative Medications (Administered Mixtures),ROPIVICAINE 0.375%,10,10592
Intraoperative Medications (Administered Mixtures),RESERVED FOR FUTURE USE (PREVIOUSLY ULTRAFILTRATION),10,10593
Intraoperative Medications (Administered Mixtures),ROPIVACAINE,10,10595
Intraoperative Medications (Administered Mixtures),"LIDOCAINE W/ EPINEPHRINE W/ BICARBONATE 2% / 1:200,000 / 2ML",10,10596
Intraoperative Medications (Administered Mixtures),PROPOFOL W/ ALFENTANIL 10 MG/ML + 50 MCG/ML,10,10597
Intraoperative Medications (Administered Mixtures),"LIDOCAINE 2% W/1:200,000 EPINEPHRINE",10,10598
Intraoperative Medications (Administered Mixtures),ILOPROST,10,10599
Intraoperative Medications (Administered Mixtures),IOHEXOL (OMNIPAQUE),10,10600
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ HYDROMORPHONE 0.05% /10 mcg/ml,10,10603
Intraoperative Medications (Administered Mixtures),ENTERAL FEEDS,10,10608
Intraoperative Medications (Administered Mixtures),DORIPENEM,10,10609
Intraoperative Medications (Administered Mixtures),TORSEMIDE,10,10619
Intraoperative Medications (Administered Mixtures),bumetanide,10,10629
"Intraoperative Events, Interventions, and Observations",Miscellaneous uncategorized intraoperative note,11,50000
"Intraoperative Events, Interventions, and Observations",AACD Time Room Ready Date/Time,11,50001
"Intraoperative Events, Interventions, and Observations",AACD Anesthesia Start Date/Time,11,50002
"Intraoperative Events, Interventions, and Observations",AACD Patient In Room Date/Time,11,50003
"Intraoperative Events, Interventions, and Observations",AACD Induction Start Date/Time,11,50004
"Intraoperative Events, Interventions, and Observations",AACD Induction End Date/Time,11,50005
"Intraoperative Events, Interventions, and Observations",AACD Procedure Start Date/Time,11,50006
"Intraoperative Events, Interventions, and Observations",AACD Procedure Finish Date/Time,11,50007
"Intraoperative Events, Interventions, and Observations",AACD Patient Out of Room Date/Time,11,50008
"Intraoperative Events, Interventions, and Observations",AACD Anesthesia End Date/Time,11,50009
"Intraoperative Events, Interventions, and Observations",AACD Recovery Room In Date/Time,11,50010
"Intraoperative Events, Interventions, and Observations",AACD Recovery Room Out Date/Time,11,50011
"Intraoperative Events, Interventions, and Observations",AACD Patient Available Date/Time,11,50012
"Intraoperative Events, Interventions, and Observations",AACD Procedure Physician In Date/Time,11,50013
"Intraoperative Events, Interventions, and Observations",AACD Anesthesiologist In Date/Time,11,50014
"Intraoperative Events, Interventions, and Observations",AACD Procedure Physician Out Date/Time,11,50015
"Intraoperative Events, Interventions, and Observations",AACD Patient In Facility Date/Time,11,50016
"Intraoperative Events, Interventions, and Observations",AACD Patient Ready for Transport (Preop),11,50017
"Intraoperative Events, Interventions, and Observations",Obstetrics - Labor epidural start,11,50050
"Intraoperative Events, Interventions, and Observations",Obstetrics - Labor epidural end,11,50051
"Intraoperative Events, Interventions, and Observations",Intubation - Nasal approach note,11,50099
"Intraoperative Events, Interventions, and Observations",Intubation - Videolaryngoscopy View,11,50100
"Intraoperative Events, Interventions, and Observations",Intubation - Observed to be difficult,11,50101
"Intraoperative Events, Interventions, and Observations",Positioning - Eye Protection Note,11,50112
"Intraoperative Events, Interventions, and Observations",Airway - Mask Ventilation Difficulty Scaled,11,50113
"Intraoperative Events, Interventions, and Observations",Airway - Mask Ventilation Difficulty Non-Scaled,11,50114
"Intraoperative Events, Interventions, and Observations",Intubation Laryngoscopy Blade Type and Size,11,50115
"Intraoperative Events, Interventions, and Observations",Intubation Laryngocsopy Cricoid Pressure or BURP Applied,11,50116
"Intraoperative Events, Interventions, and Observations",Intubation - Approach,11,50117
"Intraoperative Events, Interventions, and Observations",Intubation Number of Attempts,11,50118
"Intraoperative Events, Interventions, and Observations",Intubation Direct Larygoscopy View,11,50119
"Intraoperative Events, Interventions, and Observations",Intubation Bougie Introducer Used,11,50120
"Intraoperative Events, Interventions, and Observations",Intubation Endotracheal Tube Stylet Used,11,50121
"Intraoperative Events, Interventions, and Observations",Intubation Endotracheal Tube Size,11,50122
"Intraoperative Events, Interventions, and Observations",Intubation Endotracheal Tube Type,11,50123
"Intraoperative Events, Interventions, and Observations",Intubation Endotracheal Tube Secured Mechanism,11,50124
"Intraoperative Events, Interventions, and Observations",Intubation Endotracheal Tube Secured Distance,11,50125
"Intraoperative Events, Interventions, and Observations",Intubation Endotracheal Tube Secured Reference Point,11,50126
"Intraoperative Events, Interventions, and Observations",Intubation Extubated Awake or Deep,11,50127
"Intraoperative Events, Interventions, and Observations",Emergence - Patient not extubated,11,50128
"Intraoperative Events, Interventions, and Observations",Intubation Fiberoptic Asleep or Awake,11,50129
"Intraoperative Events, Interventions, and Observations",Intubation Fiberoptic Nasal or Oral,11,50130
"Intraoperative Events, Interventions, and Observations",Intubation Fiberoptic Topicalization Type,11,50131
"Intraoperative Events, Interventions, and Observations",Intubation Fiberoptic Transtracheal block,11,50132
"Intraoperative Events, Interventions, and Observations",Intubation Fiberoptic Number of Attempts,11,50133
"Intraoperative Events, Interventions, and Observations",Intubation Fiberoptic Existing Airway Device,11,50134
"Intraoperative Events, Interventions, and Observations",Positioning - Patient position,11,50136
"Intraoperative Events, Interventions, and Observations",Positioning - Patient positioned in left lateral decubitus position,11,50137
"Intraoperative Events, Interventions, and Observations",Patient warming method -- convective warmer,11,50138
"Intraoperative Events, Interventions, and Observations",Monitoring - Peripheral nerve stimulator location,11,50139
"Intraoperative Events, Interventions, and Observations",Noninvasive blood pressure cuff location,11,50140
"Intraoperative Events, Interventions, and Observations",Airway - Laryngeal Mask ariway type,11,50141
"Intraoperative Events, Interventions, and Observations",Airway - Laryngeal Mask airway size,11,50142
"Intraoperative Events, Interventions, and Observations",Airway - Laryngeal mask airway placement difficulty,11,50143
"Intraoperative Events, Interventions, and Observations",Airway - Laryngeal mask airway placement technique,11,50144
"Intraoperative Events, Interventions, and Observations",Airway - Laryngeal mask airway removed deep or awake,11,50145
"Intraoperative Events, Interventions, and Observations",Neuraxial technique patient position,11,50146
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal vertebral interspace final,11,50147
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal needle approach,11,50148
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal needle type,11,50149
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal needle diameter (gauge),11,50150
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal needle length (cm),11,50151
"Intraoperative Events, Interventions, and Observations",Neuraxial technique number of attempts,11,50152
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal dermatomal level achieved,11,50153
"Intraoperative Events, Interventions, and Observations",Epidural anesthesia catheter placement note,11,50154
"Intraoperative Events, Interventions, and Observations",Epidural vertebral interspace final,11,50155
"Intraoperative Events, Interventions, and Observations",Epidural needle approach,11,50156
"Intraoperative Events, Interventions, and Observations",Epidural needle type,11,50157
"Intraoperative Events, Interventions, and Observations",Epidural needle diameter (gauge),11,50158
"Intraoperative Events, Interventions, and Observations",Epidural needle length (cm),11,50159
"Intraoperative Events, Interventions, and Observations",Epidural loss of resistance (saline or air),11,50161
"Intraoperative Events, Interventions, and Observations",Epidural loss of resistance depth (cm),11,50162
"Intraoperative Events, Interventions, and Observations",Epidural catheter type or brand,11,50163
"Intraoperative Events, Interventions, and Observations",Epidural catheter withdrawn to depth (cm),11,50164
"Intraoperative Events, Interventions, and Observations",Epidural dermatomal level achieved,11,50165
"Intraoperative Events, Interventions, and Observations",Epidural parasthesias during placement,11,50166
"Intraoperative Events, Interventions, and Observations",Compliance - Staff out,11,50167
"Intraoperative Events, Interventions, and Observations",Compliance - Staff in,11,50168
"Intraoperative Events, Interventions, and Observations",Misc - Free text entry,11,50169
"Intraoperative Events, Interventions, and Observations",Preinduction - Anesthesia machine checked,11,50170
"Intraoperative Events, Interventions, and Observations",Compliance - Patient identified and status reviewed prior to anesthesia induction,11,50171
"Intraoperative Events, Interventions, and Observations",Monitoring - Equipment verified (Centricity),11,50172
"Intraoperative Events, Interventions, and Observations",Misc - IV access,11,50173
"Intraoperative Events, Interventions, and Observations",Postoperative vital signs,11,50174
"Intraoperative Events, Interventions, and Observations",NPO status reconfirmed prior to induction,11,50175
"Intraoperative Events, Interventions, and Observations",Compliance - Controlled substance documentation,11,50176
"Intraoperative Events, Interventions, and Observations",Positioning - Procedure table positioning note,11,50177
"Intraoperative Events, Interventions, and Observations",Positioning - PRocedure table positioning detail,11,50178
"Intraoperative Events, Interventions, and Observations",Positioning - Procedure table turning note,11,50179
"Intraoperative Events, Interventions, and Observations",Positioning - Procedure table turning detail,11,50180
"Intraoperative Events, Interventions, and Observations",Compliance - Prophylactic antibiotic variance note,11,50181
"Intraoperative Events, Interventions, and Observations",Compliance - Prophylactic antibiotic variance detail,11,50182
"Intraoperative Events, Interventions, and Observations",Positioning - Patient arm position note,11,50183
"Intraoperative Events, Interventions, and Observations",Positioning - Patient arm position detail,11,50184
"Intraoperative Events, Interventions, and Observations",Emergence - Request postoperative care area bed note,11,50185
"Intraoperative Events, Interventions, and Observations",Airway - Breath sounds auscultated,11,50190
"Intraoperative Events, Interventions, and Observations",Monitoring - Temperature probe placed,11,50191
"Intraoperative Events, Interventions, and Observations",Monitoring - Temperature probe location / type,11,50192
"Intraoperative Events, Interventions, and Observations",Preinduction - NPO status verification prior to induction,11,50193
"Intraoperative Events, Interventions, and Observations",NPO status,11,50194
"Intraoperative Events, Interventions, and Observations",Emergence - Pharynx suctioned,11,50195
"Intraoperative Events, Interventions, and Observations",Airway - Preinduction preoxygenation / denitrogenataion note,11,50196
"Intraoperative Events, Interventions, and Observations",Intubation - atraumatic,11,50197
"Intraoperative Events, Interventions, and Observations","Compliance - Preincision timeout to re-confirm patient, procedure, and site",11,50198
"Intraoperative Events, Interventions, and Observations",Monitoring - Neuromuscular blockade -- peripheral nerve stimulator placed,11,50199
"Intraoperative Events, Interventions, and Observations",Monitoring - Neuromuscular blockade -- location of peripheral nerve stimulator,11,50200
"Intraoperative Events, Interventions, and Observations",Emergence - Neuromuscular function intact,11,50201
"Intraoperative Events, Interventions, and Observations",Emergence - patient extubated,11,50202
"Intraoperative Events, Interventions, and Observations",Positioning - Eye protection -- details,11,50203
"Intraoperative Events, Interventions, and Observations",Emergence - patient obeys commands,11,50204
"Intraoperative Events, Interventions, and Observations",Intubation Tube Note,11,50205
"Intraoperative Events, Interventions, and Observations",Airway - Oral airway placed,11,50206
"Intraoperative Events, Interventions, and Observations",Intubation device and adjunct note -- oral,11,50207
"Intraoperative Events, Interventions, and Observations",Intubation view note,11,50208
"Intraoperative Events, Interventions, and Observations",Airway - Laryngeal Mask Airway placement note,11,50209
"Intraoperative Events, Interventions, and Observations",Monitoring - NIBP cuff location note,11,50220
"Intraoperative Events, Interventions, and Observations",Monitoring - NIBP cuff location details,11,50221
"Intraoperative Events, Interventions, and Observations",Monitoring - Arterial Line placed note,11,50222
"Intraoperative Events, Interventions, and Observations",Monitoring - Arterial Line dampened,11,50223
"Intraoperative Events, Interventions, and Observations",Monitoring - Arterial Line underdampened,11,50224
"Intraoperative Events, Interventions, and Observations",Procedures - Central Venous Access placed,11,50225
"Intraoperative Events, Interventions, and Observations",Procedures - Pulmonary artery catheter placed,11,50226
"Intraoperative Events, Interventions, and Observations",Compliance - Case documentation user assigned (for audit trail),11,50300
"Intraoperative Events, Interventions, and Observations","Compliance - Preinduction verification to confirm patient, procedure, site, and equipment",11,50301
"Intraoperative Events, Interventions, and Observations",Compliance - Anesthesiology faculty PACU discharge order,11,50302
"Intraoperative Events, Interventions, and Observations",Miscellaneous unmapped PACU nursing documentation,11,50303
"Intraoperative Events, Interventions, and Observations",Compliance - Patient identified using ID Band,11,50304
"Intraoperative Events, Interventions, and Observations",Positioning - Head of bed elevated,11,50305
"Intraoperative Events, Interventions, and Observations",Positioning - Head of bed elevation measured degrees detail,11,50306
"Intraoperative Events, Interventions, and Observations",Monitoring - Monitors specified,11,50307
"Intraoperative Events, Interventions, and Observations",Airway - Oxygen via nasal cannula,11,50308
"Intraoperative Events, Interventions, and Observations",Airway - Oxygen via nasal cannula L/min flow detail,11,50309
"Intraoperative Events, Interventions, and Observations",Airway - EtCO2 sampling catheter applied during MAC / sedation,11,50310
"Intraoperative Events, Interventions, and Observations","Induction - GA Induction type (mask, iv, rapid)",11,50311
"Intraoperative Events, Interventions, and Observations",Airway - Bite block placed,11,50312
"Intraoperative Events, Interventions, and Observations",Misc - Tourniquet up note,11,50313
"Intraoperative Events, Interventions, and Observations",Misc - Tourniquet site detail,11,50314
"Intraoperative Events, Interventions, and Observations",Misc - Tourniquet pressure detail,11,50315
"Intraoperative Events, Interventions, and Observations",Misc - Tourniquet alarm note,11,50316
"Intraoperative Events, Interventions, and Observations",Misc - Tourniquet down note,11,50317
"Intraoperative Events, Interventions, and Observations",Preinduction - Premedication assessment note,11,50318
"Intraoperative Events, Interventions, and Observations",Misc - Family members present for anesthesia induction,11,50319
"Intraoperative Events, Interventions, and Observations",Warming attempts -- warm room,11,50320
"Intraoperative Events, Interventions, and Observations",Warming attempts -- convective warmer,11,50321
"Intraoperative Events, Interventions, and Observations",Warming attempts -- warm blankets,11,50322
"Intraoperative Events, Interventions, and Observations",Warming attempts -- radiant heaters,11,50323
"Intraoperative Events, Interventions, and Observations",Warming attempts -- fluid warmer,11,50324
"Intraoperative Events, Interventions, and Observations",Warming attemtps -- warmer or blankets location detail,11,50325
"Intraoperative Events, Interventions, and Observations",Misc - Orogastric tube placed,11,50326
"Intraoperative Events, Interventions, and Observations",Misc - Nasogastric tube placed,11,50327
"Intraoperative Events, Interventions, and Observations",Misc - Gastric contents decompressed using oro-naso gastric tube,11,50328
"Intraoperative Events, Interventions, and Observations",Neuraxial technique sterile prep and drape note,11,50329
"Intraoperative Events, Interventions, and Observations",Neuraxial technique sterile prep type detail,11,50330
"Intraoperative Events, Interventions, and Observations",Obstetrics - Fetal heart rate confirmed,11,50331
"Intraoperative Events, Interventions, and Observations",Neuraxial technique subcutaneous skin infiltrated with local anesthestic,11,50333
"Intraoperative Events, Interventions, and Observations",Intubation - cricoid pressure applied,11,50334
"Intraoperative Events, Interventions, and Observations",Neuraxial insertion parasthesia assessment - note,11,50335
"Intraoperative Events, Interventions, and Observations",Neuraxial insertion parasthesia yes / no detail,11,50336
"Intraoperative Events, Interventions, and Observations",Neuraxial insertion aspiration of blood or CSF - note,11,50337
"Intraoperative Events, Interventions, and Observations",Neuraxial insertion aspiration of blood or CSF - detail,11,50338
"Intraoperative Events, Interventions, and Observations",Epidural catheter withdrawn to depth (cm) - detail,11,50339
"Intraoperative Events, Interventions, and Observations",Neuraxial - Assessment of neuraxial or regional technique,11,50340
"Intraoperative Events, Interventions, and Observations",Neuraxial - Assessment of neuraxial or regional technique - detail,11,50341
"Intraoperative Events, Interventions, and Observations",Monitoring - Awareness alert paused,11,50342
"Intraoperative Events, Interventions, and Observations",Monitoring - Awareness alert pause reason - detail,11,50343
"Intraoperative Events, Interventions, and Observations",Epidural catheter secured,11,50344
"Intraoperative Events, Interventions, and Observations",Misc - Extremity BP cuff inflated to assess neuromuscular function distal to neuromuscular blockade,11,50345
"Intraoperative Events, Interventions, and Observations",Vascular - Aortic crossclamp on,11,50346
"Intraoperative Events, Interventions, and Observations",Epidural meniscus fall assessment - note,11,50347
"Intraoperative Events, Interventions, and Observations",Epidural meniscus fall yes / no - detail,11,50348
"Intraoperative Events, Interventions, and Observations",Epidural test dose administered - note,11,50349
"Intraoperative Events, Interventions, and Observations",Epidural test dose administered - number of ML detail,11,50350
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal placement CSF observed note,11,50351
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal placement CSF observed yes / no detail,11,50352
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal placement Blood observed in spinal needle note,11,50353
"Intraoperative Events, Interventions, and Observations",Neuraxial - Spinal placement Blood observed yes / no detail,11,50354
"Intraoperative Events, Interventions, and Observations",Misc - Patient stable and spontaneously ventilating,11,50355
"Intraoperative Events, Interventions, and Observations",Regional - Block performed,11,50356
"Intraoperative Events, Interventions, and Observations",Obstetrics - Uterine Incision,11,50357
"Intraoperative Events, Interventions, and Observations",Obstetrics - Delivery of Neonate,11,50358
"Intraoperative Events, Interventions, and Observations",Obstetrics - Apgar score checked at 1 minute note,11,50359
"Intraoperative Events, Interventions, and Observations",Obstetrics - Apgar score 1 minute detail,11,50360
"Intraoperative Events, Interventions, and Observations",Obstetrics - Vaginal Delivery note,11,50361
"Intraoperative Events, Interventions, and Observations",Obstetrics - Vaginal Delivery in / out of OR detail,11,50362
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Sensory Level Tested Left Note,11,50363
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Sensory Level Left Detail,11,50364
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Sensory Level Left Testing Device Detail,11,50365
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Sensory Level Tested Right Note,11,50366
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Sensory Level Right Level Detail,11,50367
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Sensory Level Right Testing Device Detail,11,50368
"Intraoperative Events, Interventions, and Observations",Obstetrics - Delivery of Placenta,11,50369
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Bilateral Sensory LEvel Tested Note,11,50370
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Bilateral Sensory Level Detail,11,50371
"Intraoperative Events, Interventions, and Observations",Neuraxial technique - Bilateral Sensory Level Testing Device Detail,11,50372
"Intraoperative Events, Interventions, and Observations",Obstetrics - Apgar score checked at 5 minute note,11,50373
"Intraoperative Events, Interventions, and Observations",Obstetrics - Apgar score at 5 minute detail,11,50374
"Intraoperative Events, Interventions, and Observations",Obstetrics - Umbilical Artery Blood Gas results,11,50375
"Intraoperative Events, Interventions, and Observations",Emergence - Patient extubated by anesthesiology provider in PACU,11,50376
"Intraoperative Events, Interventions, and Observations",Outcome - Intraoperative Clinical Event Note,11,50377
"Intraoperative Events, Interventions, and Observations",Outcome - Intraoperative Clincal Event detail,11,50378
"Intraoperative Events, Interventions, and Observations",Monitoring - Automated physiologic data capture stopped,11,50379
"Intraoperative Events, Interventions, and Observations","Emergence - ETT in place, patient manually ventilated",11,50380
"Intraoperative Events, Interventions, and Observations",Misc - Intraoperative pain score assessment note,11,50381
"Intraoperative Events, Interventions, and Observations",Misc - Intraoperative pain score detail,11,50382
"Intraoperative Events, Interventions, and Observations",Regional - Supraclavicular Block,11,50383
"Intraoperative Events, Interventions, and Observations",Regional - Interscalene Block,11,50384
"Intraoperative Events, Interventions, and Observations",Regional - Infraclavicular Block,11,50385
"Intraoperative Events, Interventions, and Observations",Regional - Axillary Block,11,50386
"Intraoperative Events, Interventions, and Observations",Regional - Femoral Nerve Block,11,50387
"Intraoperative Events, Interventions, and Observations",Regional - Popliteal Block,11,50388
"Intraoperative Events, Interventions, and Observations",Regional - Sciatic Block,11,50389
"Intraoperative Events, Interventions, and Observations",Regional - Ankle Block,11,50390
"Intraoperative Events, Interventions, and Observations",Regional - Bier Block,11,50391
"Intraoperative Events, Interventions, and Observations",Regional - Block Start Time,11,50392
"Intraoperative Events, Interventions, and Observations",Regional - Block End Time,11,50393
"Intraoperative Events, Interventions, and Observations",Regional - Block Assessment,11,50394
"Intraoperative Events, Interventions, and Observations","Regional - Block inadequate for surgical anesthesia, required conversion to general",11,50395
"Intraoperative Events, Interventions, and Observations",Regional - Block complications,11,50396
"Intraoperative Events, Interventions, and Observations",Regional - Bier Block tourniquet release,11,50397
"Intraoperative Events, Interventions, and Observations",Regional - Lumbar Plexus Block,11,50398
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypss -- aortic clamp on/off note,11,50399
"Intraoperative Events, Interventions, and Observations",Categorized note - Cardiac surgery note,11,50400
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass vent on - note,11,50401
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass vent off - note,11,50402
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass vent on detail,11,50403
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass vent off detail,11,50404
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass rewarm - note,11,50405
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass rewarm temperature - detail,11,50406
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass systemic cooling initiated,11,50407
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass systemic cooling temperature - detail,11,50408
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass terminated,11,50409
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass initiated (full),11,50410
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- ventilator turned off,11,50411
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- perfusion start,11,50412
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- perfusion end,11,50413
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- aortic crossclamp off,11,50415
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- crossclamp and circulatory arrest time totals,11,50416
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Access cannula removed note,11,50417
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Access cannula removed location detail,11,50418
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Aortic crossclamp removal requiring therapy,11,50419
"Intraoperative Events, Interventions, and Observations",Cardiopulomnary bypass -- Isoflurane vaporizer turned on,11,50420
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Arterial cannula inserted note,11,50421
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Arterial cannula insertion site detail,11,50422
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Arterial cannula insertion flow detail,11,50423
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Blood pressure lowered note,11,50424
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Blood pressure lowered therapy detail,11,50425
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Ice off head,11,50426
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass -- Ice on head,11,50427
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass - cardioplegia start,11,50428
"Intraoperative Events, Interventions, and Observations",Cardiopulmonary bypass - cardioplegia stop,11,50429
"Intraoperative Events, Interventions, and Observations",Cardiac  - Cardioversion / defibrillation,11,50430
"Intraoperative Events, Interventions, and Observations",Monitoring - Echocardiogram probe placed,11,50431
"Intraoperative Events, Interventions, and Observations",Monitoring - Echocardiogram probe removed,11,50432
"Intraoperative Events, Interventions, and Observations",Monitoring - Echocardiogram probe turned off,11,50433
"Intraoperative Events, Interventions, and Observations",Monitoring - Echocardiogram exam note,11,50434
"Intraoperative Events, Interventions, and Observations","Monitoring - Echocardiogram detailed observation, uncategorized",11,50435
"Intraoperative Events, Interventions, and Observations",Cardiac - Pericardiotomy,11,50436
"Intraoperative Events, Interventions, and Observations",Cardiac - Sternotomy,11,50437
"Intraoperative Events, Interventions, and Observations",Cardiac - Epicardial pacing initiated,11,50438
"Intraoperative Events, Interventions, and Observations",Cardiac - Epicardial pacing terminated,11,50439
"Intraoperative Events, Interventions, and Observations",Cardiac - Transcutaneous pacing initiated,11,50440
"Intraoperative Events, Interventions, and Observations",Cardiac - Transcutaneous pacing terminated,11,50441
"Intraoperative Events, Interventions, and Observations",Cardiac - Transvenous pacer placed,11,50442
"Intraoperative Events, Interventions, and Observations",Monitoring - Automated physiologic data capture start,11,50443
"Intraoperative Events, Interventions, and Observations",Miscellaneous - Special Anesthesia Techniques used,11,50444
"Intraoperative Events, Interventions, and Observations",Procedures - Arterial Line location,11,50445
"Intraoperative Events, Interventions, and Observations",Procedures - Arterial Line Size,11,50446
"Intraoperative Events, Interventions, and Observations",Procedures - Arterial Line Side,11,50447
"Intraoperative Events, Interventions, and Observations",Misc - Gastric tube placed (naso / oro specified),11,50448
"Intraoperative Events, Interventions, and Observations",Postoperative status,11,50449
"Intraoperative Events, Interventions, and Observations",Postoperative vital signs - pulse,11,50450
"Intraoperative Events, Interventions, and Observations",Postoperative vital signs - respiratory rate,11,50451
"Intraoperative Events, Interventions, and Observations",Postoperative vital signs - spo2,11,50452
"Intraoperative Events, Interventions, and Observations",Postoperative vital signs - blood pressure (sys and dias),11,50453
"Intraoperative Events, Interventions, and Observations",Thoracic - Two lung ventilation,11,50500
"Intraoperative Events, Interventions, and Observations",Thoracic - Single lung ventilation,11,50501
"Intraoperative Events, Interventions, and Observations",Thoracic - Single lung ventilation side detail,11,50502
"Intraoperative Events, Interventions, and Observations",Thoracic - Bronchoscopy performed by surgical team,11,50503
"Intraoperative Events, Interventions, and Observations",Thoracic - Chest tube placed by surgical team,11,50504
"Intraoperative Events, Interventions, and Observations",Thoracic - Double lumen tube position confirmed using fiberoptic bronchoscopy,11,50505
"Intraoperative Events, Interventions, and Observations",Thoracic  - Esophagogastroduodenoscopy performed by surgical team,11,50506
"Intraoperative Events, Interventions, and Observations",Procedures - Epidural Blood Patch,11,50507
"Intraoperative Events, Interventions, and Observations",Procedures - Urgent / Emergent Airway Management,11,50508
"Intraoperative Events, Interventions, and Observations",Liver - Anhepatic period begin,11,50550
"Intraoperative Events, Interventions, and Observations",Liver - Anhepatic period end (Reperfusion start),11,50551
"Intraoperative Events, Interventions, and Observations",Liver - Hepatic artery cross clamp off,11,50552
"Intraoperative Events, Interventions, and Observations",Liver - Hepatic artery cross clamp on,11,50553
"Intraoperative Events, Interventions, and Observations",Liver - Native liver removed,11,50554
"Intraoperative Events, Interventions, and Observations",Liver - flush start,11,50555
"Intraoperative Events, Interventions, and Observations",Liver - flush end,11,50556
"Intraoperative Events, Interventions, and Observations",Liver - out of ice,11,50557
"Intraoperative Events, Interventions, and Observations",Liver - piggyback procedure,11,50558
"Intraoperative Events, Interventions, and Observations",Liver - Venovenous bypass start,11,50559
"Intraoperative Events, Interventions, and Observations",Liver - Venovenous bypass end,11,50560
"Intraoperative Events, Interventions, and Observations",Liver - Vena cava cross clamp start,11,50561
"Intraoperative Events, Interventions, and Observations",Liver - Vena cava cross clamp end,11,50562
"Intraoperative Events, Interventions, and Observations",Liver - Roux-en-Y,11,50563
"Intraoperative Events, Interventions, and Observations",Liver - Vena cava partial clamp start,11,50564
"Intraoperative Events, Interventions, and Observations",Liver - Vena cava partial clamp end,11,50565
"Intraoperative Events, Interventions, and Observations",Liver - Portal Vein Clamp off,11,50566
"Intraoperative Events, Interventions, and Observations",Liver - Portal Vein Clamp on,11,50567
"Intraoperative Events, Interventions, and Observations",Vascular - Renal artery cross clamp on,11,50568
"Intraoperative Events, Interventions, and Observations",Vascular - Renal artery cross clamp off,11,50569
"Intraoperative Events, Interventions, and Observations",Transplant - Reperfusion renal artery,11,50570
